training_loss,validation_loss
0.03898920863866806,0.028082281351089478
0.03869647905230522,0.028082281351089478
0.038442518562078476,0.028082281351089478
0.03840669244527817,0.028082281351089478
0.03843032196164131,0.028082281351089478
0.0384058840572834,0.028082281351089478
0.03838830068707466,0.028082281351089478
0.03836333006620407,0.028082281351089478
0.03835872560739517,0.028082281351089478
0.038318783044815063,0.028082281351089478
0.03830137848854065,0.028082281351089478
0.038239024579524994,0.028082281351089478
0.038155447691679,0.028082281351089478
0.0380706749856472,0.028082281351089478
0.037975236773490906,0.028082281351089478
0.03782467171549797,0.028082281351089478
0.03777585178613663,0.028082281351089478
0.037630848586559296,0.028082281351089478
0.037541624158620834,0.028082281351089478
0.03743980452418327,0.028082281351089478
0.03737572580575943,0.028082281351089478
0.0372818261384964,0.028082281351089478
0.037214260548353195,0.028082281351089478
0.037200409919023514,0.028082281351089478
0.03712789714336395,0.028082281351089478
0.03706039488315582,0.028082281351089478
0.03700070455670357,0.028082281351089478
0.03693412244319916,0.028082281351089478
0.036882344633340836,0.028082281351089478
0.0368085615336895,0.028082281351089478
0.036750636994838715,0.028082281351089478
0.03671485185623169,0.028082281351089478
0.03669402375817299,0.028082281351089478
0.03667043522000313,0.028082281351089478
0.03659539669752121,0.028082281351089478
0.036532316356897354,0.028082281351089478
0.03648172691464424,0.028082281351089478
0.03643939644098282,0.028082281351089478
0.03638304024934769,0.028082281351089478
0.03634542599320412,0.028082281351089478
0.036296505481004715,0.028082281351089478
0.0362686924636364,0.028082281351089478
0.03622433915734291,0.028082281351089478
0.03617516905069351,0.028082281351089478
0.03615978732705116,0.028082281351089478
0.03612910956144333,0.028082281351089478
0.036099664866924286,0.028082281351089478
0.036068905144929886,0.028082281351089478
0.03603130206465721,0.028082281351089478
0.03599792718887329,0.028082281351089478
0.035973142832517624,0.028082281351089478
0.03594064339995384,0.028082281351089478
0.03591608256101608,0.028082281351089478
0.03588499128818512,0.028082281351089478
0.03585559129714966,0.028082281351089478
0.03582272678613663,0.028082281351089478
0.03581254184246063,0.028082281351089478
0.03578799590468407,0.028082281351089478
0.03576423600316048,0.028082281351089478
0.0357532799243927,0.028082281351089478
0.03574974834918976,0.028082281351089478
0.035711389034986496,0.028082281351089478
0.03568302467465401,0.028082281351089478
0.03566800430417061,0.028082281351089478
0.03564467281103134,0.028082281351089478
0.03563632071018219,0.028082281351089478
0.03560321405529976,0.028082281351089478
0.03558453544974327,0.028082281351089478
0.035573285073041916,0.028082281351089478
0.0355415940284729,0.028082281351089478
0.03551800921559334,0.028082281351089478
0.035499922931194305,0.028082281351089478
0.03548714146018028,0.028082281351089478
0.03547518700361252,0.028082281351089478
0.03545496240258217,0.028082281351089478
0.035446204245090485,0.028082281351089478
0.03542608395218849,0.028082281351089478
0.035417571663856506,0.028082281351089478
0.03540085628628731,0.028082281351089478
0.03537885099649429,0.028082281351089478
0.035365499556064606,0.028082281351089478
0.03534039109945297,0.028082281351089478
0.03532858565449715,0.028082281351089478
0.03531472757458687,0.028082281351089478
0.035293810069561005,0.028082281351089478
0.03527972847223282,0.028082281351089478
0.03526202589273453,0.028082281351089478
0.03524027392268181,0.028082281351089478
0.03522275388240814,0.028082281351089478
0.03520003333687782,0.028082281351089478
0.03517298400402069,0.028082281351089478
0.03515949845314026,0.028082281351089478
0.03514612093567848,0.028082281351089478
0.035132504999637604,0.028082281351089478
0.035111624747514725,0.028082281351089478
0.03510207682847977,0.028082281351089478
0.035078827291727066,0.028082281351089478
0.035068243741989136,0.028082281351089478
0.03505917266011238,0.028082281351089478
0.03504401445388794,0.028082281351089478
0.035029780119657516,0.028082281351089478
0.03501077741384506,0.028082281351089478
0.035000789910554886,0.028082281351089478
0.034988440573215485,0.028082281351089478
0.03497342765331268,0.028082281351089478
0.03496503084897995,0.028082281351089478
0.034943901002407074,0.028082281351089478
0.03492595627903938,0.028082281351089478
0.034910038113594055,0.028082281351089478
0.034900911152362823,0.028082281351089478
0.034894052892923355,0.028082281351089478
0.03487568721175194,0.028082281351089478
0.034862153232097626,0.028082281351089478
0.03484762832522392,0.028082281351089478
0.034838736057281494,0.028082281351089478
0.03482523933053017,0.028082281351089478
0.0348043367266655,0.028082281351089478
0.034786105155944824,0.028082281351089478
0.034766409546136856,0.028082281351089478
0.03475330024957657,0.028082281351089478
0.03474079817533493,0.028082281351089478
0.03472559526562691,0.028082281351089478
0.034704580903053284,0.028082281351089478
0.03469352051615715,0.028082281351089478
0.03468361496925354,0.028082281351089478
0.03467182070016861,0.028082281351089478
0.03466138616204262,0.028082281351089478
0.03464375436306,0.028082281351089478
0.034635934978723526,0.028082281351089478
0.034622613340616226,0.028082281351089478
0.03460906445980072,0.028082281351089478
0.03459663689136505,0.028082281351089478
0.03457996994256973,0.028082281351089478
0.03456781804561615,0.028082281351089478
0.034557949751615524,0.028082281351089478
0.03454330936074257,0.028082281351089478
0.03453174978494644,0.028082281351089478
0.03450857847929001,0.028082281351089478
0.03449738025665283,0.028082281351089478
0.03448859974741936,0.028082281351089478
0.034480128437280655,0.028082281351089478
0.03446636721491814,0.028082281351089478
0.03445325046777725,0.028082281351089478
0.03443467989563942,0.028082281351089478
0.034428153187036514,0.028082281351089478
0.03440956026315689,0.028082281351089478
0.03439263626933098,0.028082281351089478
0.034387215971946716,0.028082281351089478
0.03436625748872757,0.028082281351089478
0.03435147553682327,0.028082281351089478
0.034337226301431656,0.028082281351089478
0.034328121691942215,0.028082281351089478
0.03430824726819992,0.028082281351089478
0.03429392725229263,0.028082281351089478
0.03428160399198532,0.028082281351089478
0.03426620736718178,0.028082281351089478
0.034247931092977524,0.028082281351089478
0.034231916069984436,0.028082281351089478
0.03422169014811516,0.028082281351089478
0.03420985862612724,0.028082281351089478
0.03419606760144234,0.028082281351089478
0.034185655415058136,0.028082281351089478
0.03418109565973282,0.028082281351089478
0.03415912762284279,0.028082281351089478
0.034149739891290665,0.028082281351089478
0.03414680063724518,0.028082281351089478
0.034128010272979736,0.028082281351089478
0.034138552844524384,0.028082281351089478
0.03412654623389244,0.028082281351089478
0.03412577137351036,0.028082281351089478
0.03411703556776047,0.028082281351089478
0.03411668911576271,0.028082281351089478
0.0341080017387867,0.028082281351089478
0.034098781645298004,0.028082281351089478
0.03408275172114372,0.028082281351089478
0.034076325595378876,0.028082281351089478
0.034069642424583435,0.028082281351089478
0.034057240933179855,0.028082281351089478
0.03404799848794937,0.028082281351089478
0.03403055667877197,0.028082281351089478
0.034018855541944504,0.028082281351089478
0.03400260955095291,0.028082281351089478
0.0339842326939106,0.028082281351089478
0.03396841511130333,0.028082281351089478
0.03395708277821541,0.028082281351089478
0.033943478018045425,0.028082281351089478
0.0339338555932045,0.028082281351089478
0.03391966596245766,0.028082281351089478
0.03390691429376602,0.028082281351089478
0.03389418497681618,0.028082281351089478
0.033880963921546936,0.028082281351089478
0.033870480954647064,0.028082281351089478
0.03385491296648979,0.028082281351089478
0.03383728489279747,0.028082281351089478
0.03382382541894913,0.028082281351089478
0.03381260484457016,0.028082281351089478
0.033804092556238174,0.028082281351089478
0.03379269689321518,0.028082281351089478
0.033783186227083206,0.028082281351089478
0.03376629948616028,0.028082281351089478
0.03375139832496643,0.028082281351089478
0.03374263644218445,0.028082281351089478
0.03373045101761818,0.028082281351089478
0.03371770679950714,0.028082281351089478
0.03370824456214905,0.028082281351089478
0.033695146441459656,0.028082281351089478
0.03368387371301651,0.028082281351089478
0.03367064148187637,0.028082281351089478
0.033661309629678726,0.028082281351089478
0.03365025669336319,0.028082281351089478
0.03363915905356407,0.028082281351089478
0.03362903743982315,0.028082281351089478
0.03361992537975311,0.028082281351089478
0.03361416608095169,0.028082281351089478
0.03360271453857422,0.028082281351089478
0.033600110560655594,0.028082281351089478
0.033592771738767624,0.028082281351089478
0.033582210540771484,0.028082281351089478
0.03357436880469322,0.028082281351089478
0.03356202691793442,0.028082281351089478
0.03354993090033531,0.028082281351089478
0.03353651240468025,0.028082281351089478
0.03352859988808632,0.028082281351089478
0.033520136028528214,0.028082281351089478
0.03351288661360741,0.028082281351089478
0.03350282087922096,0.028082281351089478
0.033495817333459854,0.028082281351089478
0.033483248203992844,0.028082281351089478
0.033473335206508636,0.028082281351089478
0.03346296399831772,0.028082281351089478
0.033449724316596985,0.028082281351089478
0.03344392776489258,0.028082281351089478
0.03343283385038376,0.028082281351089478
0.033421192318201065,0.028082281351089478
0.033407364040613174,0.028082281351089478
0.03339793533086777,0.028082281351089478
0.03338656947016716,0.028082281351089478
0.0333721898496151,0.028082281351089478
0.03336355462670326,0.028082281351089478
0.033350955694913864,0.028082281351089478
0.033340632915496826,0.028082281351089478
0.033330243080854416,0.028082281351089478
0.03331589698791504,0.028082281351089478
0.03330426290631294,0.028082281351089478
0.0332910493016243,0.028082281351089478
0.03327855095267296,0.028082281351089478
0.03326814994215965,0.028082281351089478
0.033253271132707596,0.028082281351089478
0.03323999047279358,0.028082281351089478
0.033228106796741486,0.028082281351089478
0.03321559727191925,0.028082281351089478
0.033205267041921616,0.028082281351089478
0.03319490700960159,0.028082281351089478
0.03318057954311371,0.028082281351089478
0.03316553309559822,0.028082281351089478
0.03315133973956108,0.028082281351089478
0.0331389345228672,0.028082281351089478
